Age,Attendance_Percentage,Sleep_Hours,Stress_Level,Academic_Score,Family_Support_Score,Monthly_Expense,Screen_Time_Hours,Experimentation,Academic_Performance_Decline,Social_Isolation,Financial_Issues,Physical_Mental_Health_Problems,Legal_Consequences,Relationship_Strain,Risk_Taking_Behavior,Withdrawal_Symptoms,Denial_and_Resistance_to_Treatment,Addiction_Class
17,100.0,6.5,3,61.2,5.0,7007,8.2,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No
23,48.0,7.2,1,73.4,3.0,11727,9.2,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
25,60.6,6.1,7,76.0,1.0,5352,7.5,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
22,82.9,4.7,6,70.2,6.0,12426,7.1,No,Yes,,No,Yes,Yes,No,No,Yes,Yes,Yes
22,86.8,6.2,8,55.8,3.0,6408,6.6,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
23,52.4,6.8,7,54.1,8.0,5117,5.4,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No
20,,5.8,10,84.1,2.0,17534,6.7,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes
22,64.9,6.1,6,56.2,9.0,18928,2.2,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes
20,74.2,7.4,4,85.7,8.0,6730,6.6,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
23,56.3,4.8,2,78.8,6.0,13011,5.2,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
24,58.8,6.9,1,51.0,8.0,20698,5.3,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
20,77.2,5.8,2,74.1,4.0,5003,6.0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
26,72.1,7.8,2,66.2,6.0,16493,6.3,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
24,100.0,5.9,5,80.5,7.0,7158,3.8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No
18,67.4,,7,66.9,10.0,2268,8.6,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
28,72.4,8.0,5,71.1,2.0,10166,9.7,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
21,,5.8,6,92.1,9.0,17402,3.8,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes
21,55.0,5.1,4,71.9,6.0,16375,4.2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
25,57.9,7.6,1,72.5,10.0,5980,5.0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
25,67.2,7.3,10,37.7,8.0,7746,3.6,No,No,Yes,No,No,Yes,No,No,No,No,No
20,65.7,5.7,5,73.4,3.0,7499,8.1,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes
18,74.0,6.8,4,62.1,3.0,2814,4.3,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes
18,59.0,6.1,6,47.6,9.0,9528,2.6,No,Yes,Yes,No,No,No,No,No,Yes,No,No
18,37.7,8.5,5,77.7,6.0,2651,2.5,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
25,72.6,7.9,8,61.3,2.0,21453,6.4,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes
26,94.4,5.7,9,79.9,7.0,18040,6.5,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes
26,69.0,5.0,9,52.2,10.0,17565,2.5,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes
27,71.3,5.6,6,75.9,7.0,7485,5.7,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
23,77.9,5.5,1,43.5,2.0,6332,4.5,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No
18,84.0,6.8,6,57.6,6.0,2847,6.6,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
27,,6.1,9,44.0,9.0,5222,7.4,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No
22,67.4,3.1,4,59.9,6.0,11908,5.0,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No
19,82.5,5.5,5,68.9,7.0,15223,4.8,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
17,83.9,5.0,10,77.5,8.0,21761,5.9,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
18,62.7,7.6,3,55.9,7.0,3252,7.9,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
17,51.6,5.4,3,80.8,10.0,20739,7.5,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No
18,70.3,5.0,4,58.8,8.0,19849,5.0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
18,78.9,6.1,7,61.4,2.0,2448,5.9,No,No,No,No,No,Yes,No,No,No,No,No
24,74.4,5.9,7,51.5,9.0,16362,4.8,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes
27,63.3,7.2,3,,6.0,4072,4.5,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No
24,61.3,6.7,5,75.2,2.0,18828,5.3,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
19,77.7,6.8,1,75.5,6.0,4175,11.9,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes
27,,6.3,9,61.3,3.0,16816,5.8,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
18,95.1,5.4,7,88.1,9.0,19240,2.7,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes
18,65.7,8.0,2,59.3,2.0,5912,4.8,Yes,Yes,,No,Yes,Yes,No,No,No,Yes,No
21,85.5,6.8,2,84.3,7.0,19032,7.5,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
24,72.0,4.1,8,88.1,4.0,6457,5.3,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes
20,62.9,6.6,8,58.2,8.0,13634,4.5,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
18,93.6,4.7,4,51.6,4.0,11749,1.8,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
23,67.2,,2,71.9,,20180,7.2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
28,66.5,7.6,9,76.5,10.0,13450,6.8,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No
28,75.3,7.6,5,71.2,2.0,4115,3.2,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No
21,100.0,7.1,4,57.1,8.0,8678,6.5,No,No,No,No,No,Yes,Yes,No,No,Yes,No
24,65.2,5.6,10,66.5,5.0,16317,6.0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
24,80.3,4.9,1,49.7,7.0,20883,6.6,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
24,81.2,6.9,8,39.2,2.0,21437,1.2,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes
18,100.0,5.7,2,68.5,1.0,14780,2.2,No,No,Yes,No,No,Yes,No,No,No,No,No
23,67.3,7.0,9,93.1,7.0,8305,5.4,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes
25,75.0,4.7,8,75.5,10.0,21642,6.0,No,No,Yes,No,No,No,Yes,No,No,No,No
23,39.5,7.1,8,60.1,4.0,20555,4.8,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
26,74.1,6.8,4,60.2,7.0,7493,3.6,No,Yes,Yes,Yes,No,No,No,No,No,No,No
27,72.1,7.1,4,59.1,,9325,4.2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes
28,88.6,6.3,6,74.5,5.0,19258,5.8,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No
24,70.8,6.4,3,65.8,7.0,11074,8.6,Yes,Yes,No,No,No,No,No,No,No,No,No
19,74.5,6.2,7,65.2,4.0,16190,5.5,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes
28,79.8,7.4,7,75.1,2.0,13837,3.0,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
17,72.1,,10,60.0,10.0,19599,8.0,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
26,70.8,4.3,6,50.6,7.0,19085,6.6,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No
27,82.0,5.6,1,77.4,10.0,19695,5.7,No,No,No,,No,Yes,No,No,Yes,Yes,No
24,72.1,5.2,7,46.5,10.0,17087,6.4,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
18,72.6,7.9,9,57.6,4.0,19334,2.7,No,No,Yes,No,Yes,No,No,Yes,No,No,No
26,83.1,6.5,9,72.7,3.0,20249,9.1,No,No,No,No,No,No,No,Yes,No,Yes,Yes
23,57.9,6.9,1,56.4,5.0,15824,4.1,No,No,No,Yes,No,No,No,No,No,Yes,No
26,71.5,5.6,7,69.3,8.0,9162,7.0,No,No,No,No,No,No,No,No,Yes,No,No
17,59.8,7.2,9,62.9,8.0,7587,5.5,No,Yes,Yes,,Yes,Yes,No,No,No,Yes,No
26,64.5,,7,67.9,10.0,6609,6.0,Yes,No,No,Yes,No,Yes,No,No,No,No,No
28,80.4,6.1,8,69.5,1.0,20087,3.6,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
25,51.3,6.0,10,71.1,,9526,5.9,No,No,Yes,Yes,No,No,No,No,No,No,No
25,75.7,4.8,7,75.6,2.0,20227,4.0,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes
24,68.1,6.7,10,46.4,10.0,16476,6.4,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes
20,66.9,6.0,1,47.4,7.0,4660,3.4,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No
21,59.4,5.6,2,69.3,2.0,19536,8.2,No,No,No,No,Yes,No,No,Yes,No,No,No
25,84.1,7.2,2,75.1,8.0,10690,7.8,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
17,76.7,6.1,6,63.6,10.0,19269,5.9,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
26,74.0,7.1,10,82.7,8.0,19578,8.6,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes
28,65.4,5.9,7,86.0,2.0,15858,2.2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
23,72.8,4.1,9,60.8,6.0,13448,5.1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
23,,5.8,1,70.3,8.0,7873,7.2,No,No,No,No,No,Yes,No,No,No,No,No
19,72.3,7.7,6,79.0,10.0,16972,7.9,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
23,54.7,8.2,2,57.9,3.0,18484,4.9,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
25,89.9,7.5,1,91.7,6.0,12122,5.0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
27,57.4,4.4,3,64.2,10.0,6840,10.6,No,No,Yes,No,Yes,No,No,Yes,No,No,No
20,79.0,7.6,9,69.2,3.0,18156,3.6,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
28,80.6,4.6,1,66.9,1.0,21342,7.1,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
23,82.3,6.7,1,64.8,2.0,16300,7.2,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
22,89.0,6.6,1,33.3,5.0,17365,6.5,No,No,No,,No,No,No,No,Yes,No,No
25,80.2,8.4,8,58.5,3.0,16516,4.8,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes
26,56.4,6.7,3,73.4,10.0,3296,10.4,No,No,No,No,No,No,Yes,Yes,No,Yes,No
22,64.6,7.8,9,89.3,8.0,13168,5.8,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes
21,70.9,7.6,8,,3.0,8076,7.5,No,No,No,No,No,No,Yes,No,No,Yes,No
25,93.4,6.4,4,61.4,1.0,4800,5.9,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
17,71.8,6.3,8,61.8,,20815,3.9,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
27,86.8,,4,60.3,3.0,18496,5.2,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
17,90.2,6.1,8,62.6,9.0,6144,6.9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
27,74.8,5.0,6,87.0,7.0,13095,3.7,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No
23,59.1,5.3,5,73.0,7.0,7254,5.4,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No
22,71.4,6.8,8,73.6,8.0,21747,3.4,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
21,82.1,7.9,3,58.7,8.0,14931,4.9,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
17,66.1,5.3,8,80.5,10.0,4555,8.9,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes
25,,8.0,1,42.8,5.0,2252,3.5,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No
28,69.8,5.8,7,74.7,1.0,14419,5.0,No,Yes,,Yes,Yes,No,No,No,No,Yes,No
17,84.6,6.5,5,74.3,1.0,12452,6.5,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes
24,50.4,8.5,9,90.1,10.0,7544,6.2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
21,,4.7,7,95.4,6.0,3873,6.4,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No
27,82.0,,10,83.6,3.0,8205,6.9,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes
21,77.6,8.6,10,33.7,9.0,19792,6.8,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes
20,84.8,8.2,3,58.0,3.0,5609,5.5,Yes,No,Yes,No,No,No,No,No,No,No,No
28,82.7,8.2,5,74.3,7.0,12994,5.6,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No
18,54.7,7.6,7,55.0,1.0,5046,2.6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
19,54.0,5.7,3,71.3,5.0,18721,5.2,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
25,67.6,5.3,8,58.7,5.0,18794,7.6,No,No,No,No,No,No,No,Yes,No,Yes,No
19,58.1,7.5,4,62.4,3.0,12454,5.3,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
17,60.5,6.8,9,60.2,6.0,6353,5.1,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes
26,73.6,8.8,9,71.5,1.0,10860,6.2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
24,69.4,6.1,6,73.7,6.0,8691,6.8,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
25,80.9,7.0,9,75.5,9.0,10669,4.6,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes
21,81.2,7.8,3,62.8,9.0,7663,5.4,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes
18,100.0,7.5,8,63.0,10.0,4191,9.7,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No
23,56.0,4.9,2,72.4,3.0,18482,6.2,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No
28,73.3,8.2,6,74.6,4.0,3929,8.0,No,No,Yes,No,No,No,Yes,Yes,No,No,No
19,44.4,4.3,3,79.2,7.0,17582,5.8,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes
27,87.4,5.5,5,40.0,6.0,9877,5.3,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes
18,62.1,7.2,5,55.0,1.0,7559,6.3,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes
19,76.5,6.1,1,59.6,7.0,21865,6.3,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
25,73.6,6.1,6,45.6,10.0,6649,4.6,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No
25,92.3,5.2,3,69.7,4.0,4055,7.7,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No
23,77.8,5.3,10,57.1,6.0,2281,5.0,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes
26,62.9,6.1,6,68.6,6.0,13894,4.8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
28,63.0,6.7,9,55.2,3.0,4227,4.8,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
21,72.7,5.9,2,66.3,9.0,2791,6.4,No,No,No,No,Yes,No,No,No,Yes,No,No
24,72.7,6.2,4,53.9,4.0,14428,3.4,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
19,80.8,4.6,1,48.1,4.0,8974,7.1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
20,66.8,5.0,6,82.5,9.0,18239,8.9,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes
27,88.1,,9,85.7,5.0,16449,5.5,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
18,76.6,6.2,3,63.8,4.0,11559,8.5,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
22,77.7,4.3,10,64.0,1.0,13977,6.4,No,No,Yes,No,No,No,Yes,No,No,No,No
27,91.8,6.1,6,63.6,10.0,5784,7.6,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No
24,67.1,4.6,8,60.4,8.0,3145,7.4,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
25,67.1,5.2,5,66.4,4.0,3473,8.1,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
24,76.3,7.2,4,,2.0,18588,4.9,No,No,No,Yes,No,Yes,No,No,Yes,No,No
28,,8.1,3,82.1,1.0,4281,4.1,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No
25,90.2,5.2,2,69.3,5.0,12213,4.2,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes
19,75.3,6.9,3,38.8,10.0,5732,8.3,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No
21,47.8,4.9,7,75.3,2.0,12913,1.0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes
22,85.3,4.1,1,65.9,9.0,19533,4.9,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No
19,74.0,7.4,10,71.2,8.0,16694,4.8,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
20,77.6,7.3,10,68.9,5.0,8537,6.8,No,Yes,,Yes,Yes,Yes,Yes,No,No,No,No
23,68.2,6.2,10,81.5,2.0,20767,3.8,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes
26,79.7,7.3,7,57.7,2.0,9287,6.9,No,No,No,No,Yes,No,No,No,No,Yes,No
26,65.8,8.0,8,74.4,,21837,4.6,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
28,67.3,6.9,10,80.8,5.0,14519,3.9,Yes,No,No,No,No,No,No,Yes,No,No,Yes
21,57.2,4.9,8,61.0,4.0,3201,5.6,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
22,65.4,6.7,1,69.3,5.0,20523,7.8,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
25,63.4,6.7,10,81.5,9.0,7658,4.8,No,No,Yes,No,No,No,Yes,Yes,No,No,No
21,58.2,8.2,7,85.0,4.0,6565,4.9,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
28,66.1,5.8,4,52.7,9.0,8453,7.1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
20,100.0,5.4,8,67.6,2.0,9224,4.7,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
20,94.6,4.7,2,60.8,3.0,20828,5.9,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes
26,61.7,6.7,2,82.2,2.0,17749,4.5,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
17,89.6,7.2,1,58.7,8.0,14173,5.9,No,No,Yes,No,No,No,Yes,No,No,Yes,No
20,68.9,5.1,1,,4.0,14955,4.9,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes
27,68.1,6.7,4,67.1,7.0,20503,5.7,No,No,No,No,No,Yes,No,No,No,No,No
28,67.9,6.8,7,64.1,5.0,20544,5.3,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No
18,94.2,6.1,5,49.1,5.0,15059,5.5,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
18,59.8,7.7,9,70.0,10.0,11922,4.1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
19,66.7,6.8,5,63.1,7.0,13195,5.5,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No
27,73.7,9.2,4,51.5,10.0,18681,3.9,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
19,,5.5,10,78.1,,17351,2.9,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
20,94.0,6.4,9,50.9,5.0,5431,3.5,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes
28,57.7,4.0,4,66.1,4.0,11540,5.3,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes
23,66.4,5.5,3,75.7,8.0,16526,4.0,No,No,No,No,No,No,No,No,Yes,Yes,No
26,71.7,6.2,2,70.8,1.0,13104,7.4,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
20,76.3,6.4,1,81.8,7.0,17956,9.1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
22,66.7,7.2,10,55.4,8.0,5596,6.8,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
22,70.9,4.9,6,69.5,9.0,11616,4.7,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes
18,70.1,6.6,8,75.0,8.0,12207,4.1,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes
18,100.0,8.1,8,56.7,9.0,21166,3.0,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes
20,52.7,8.8,6,72.1,6.0,16924,6.5,No,No,,Yes,Yes,Yes,No,Yes,Yes,No,Yes
18,70.6,6.1,2,72.9,4.0,19722,8.6,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes
28,91.7,7.1,3,66.6,8.0,10544,2.7,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
26,64.5,4.0,4,60.4,10.0,9177,8.6,No,No,No,Yes,Yes,No,No,No,No,Yes,No
20,70.0,,5,68.8,8.0,2379,5.6,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
17,76.3,4.8,5,72.9,8.0,18893,6.7,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
28,66.1,7.5,3,73.3,1.0,8480,4.4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
17,69.5,5.2,4,78.0,1.0,5018,6.4,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes
20,,4.5,5,69.0,5.0,16101,5.1,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes
22,84.4,7.0,4,74.3,5.0,19746,3.3,No,No,No,No,No,No,No,Yes,No,Yes,No
18,91.4,7.5,9,89.1,10.0,15069,7.6,No,No,No,No,No,Yes,No,No,No,Yes,No
23,81.7,5.8,9,57.5,,11209,5.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
27,73.6,5.9,7,59.5,4.0,12796,6.8,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
20,77.6,6.0,4,75.4,9.0,9462,1.9,No,No,Yes,No,No,No,No,Yes,Yes,No,No
18,62.9,5.9,10,36.0,1.0,10104,6.3,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
23,63.2,6.6,9,63.1,8.0,20359,7.7,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No
23,66.0,8.1,10,54.0,10.0,13790,6.3,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
20,76.4,5.5,8,47.4,6.0,12137,7.2,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No
18,94.3,6.6,9,52.9,8.0,8991,3.6,No,No,,No,Yes,Yes,No,No,Yes,No,No
19,76.0,6.5,2,98.0,2.0,5794,3.2,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
21,67.9,6.1,6,69.3,1.0,16424,6.9,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
26,96.4,7.2,8,78.8,5.0,19622,5.7,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
17,,5.1,4,83.1,5.0,19054,3.6,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
21,76.9,7.9,6,67.2,9.0,7175,2.9,Yes,Yes,No,No,No,No,Yes,No,No,No,No
25,80.8,6.4,6,41.3,7.0,4961,6.3,No,No,Yes,No,Yes,No,Yes,No,No,No,No
18,74.9,6.4,2,87.4,4.0,6476,4.6,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
23,71.3,8.4,8,65.9,3.0,20804,8.3,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes
18,56.2,7.0,3,71.5,3.0,9976,6.4,No,No,Yes,No,No,No,No,Yes,No,No,No
26,59.2,8.4,5,92.8,7.0,10238,6.4,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No
24,62.6,6.7,8,65.8,7.0,3791,5.3,No,No,No,No,No,No,Yes,No,Yes,Yes,No
27,72.4,5.4,3,61.6,9.0,7078,6.6,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
25,75.2,7.4,2,54.6,8.0,7339,12.0,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No
19,65.7,6.9,1,,2.0,14455,7.4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
23,74.2,7.7,2,84.1,6.0,3676,6.6,No,No,Yes,No,No,No,Yes,No,No,Yes,No
22,65.5,4.7,6,74.6,1.0,7702,4.9,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes
26,70.0,7.2,4,80.4,4.0,12104,7.5,No,Yes,,No,No,No,No,No,Yes,No,No
17,72.0,6.5,3,64.8,7.0,3760,8.2,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
19,65.0,5.6,10,74.3,2.0,20138,5.9,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
22,72.2,5.3,8,76.9,9.0,8508,6.1,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
24,77.6,5.7,2,67.5,7.0,19187,7.2,No,Yes,No,No,No,Yes,Yes,No,No,No,No
20,78.1,6.6,10,43.6,1.0,10463,6.9,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes
26,79.3,7.8,8,76.3,1.0,3184,7.4,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
25,69.2,8.3,6,65.3,10.0,7782,8.0,No,No,No,No,No,Yes,No,No,No,No,No
23,80.8,6.1,4,73.5,7.0,20568,6.3,No,No,No,Yes,No,Yes,No,No,No,Yes,No
22,62.5,6.7,6,64.2,7.0,16434,4.2,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes
24,72.5,4.4,6,65.3,9.0,20317,5.5,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
20,100.0,7.6,9,52.3,6.0,17086,2.0,No,No,Yes,No,No,No,No,No,No,No,No
23,58.6,3.8,6,76.3,4.0,9227,4.7,No,No,No,No,No,No,Yes,No,Yes,No,Yes
